Date,Open,High,Low,Close
09/19/1995,584.2,584.24,580.75,584.2
09/20/1995,586.77,586.77,584.18,586.77
09/21/1995,583.0,586.79,580.91,583.0
09/22/1995,581.73,583.0,578.25,581.73
09/25/1995,581.81,582.14,579.5,581.81
09/26/1995,581.41,584.66,580.65,581.41
09/27/1995,581.04,581.42,574.68,581.04
09/28/1995,585.87,585.88,580.69,585.87
09/29/1995,584.41,587.61,584.0,584.41
10/02/1995,581.72,585.05,580.54,581.72
10/03/1995,582.34,582.34,578.48,582.34
10/04/1995,581.47,582.34,579.91,581.47
10/05/1995,582.63,582.63,579.58,582.63
10/06/1995,582.49,584.54,582.1,582.49
10/09/1995,578.37,582.49,576.35,578.37
10/10/1995,577.52,586.03,571.55,577.52
10/11/1995,579.46,579.52,577.08,579.46
10/12/1995,583.1,583.12,579.46,583.1
10/13/1995,584.5,587.39,583.1,584.5
10/16/1995,583.03,584.86,582.63,583.03
10/17/1995,586.78,586.78,581.9,586.78
10/18/1995,587.44,589.77,586.27,587.44
10/19/1995,590.65,590.66,586.34,590.65
10/20/1995,587.46,590.66,586.78,587.46
10/23/1995,585.06,587.46,583.73,585.06
10/24/1995,586.54,587.31,584.75,586.54
10/25/1995,582.47,587.19,581.41,582.47
10/26/1995,576.72,582.63,572.53,576.72
10/27/1995,579.7,579.7,573.21,579.7
10/30/1995,583.25,583.79,579.7,583.25
10/31/1995,581.5,586.71,581.5,581.5
11/01/1995,584.22,584.24,581.04,584.22
11/02/1995,589.72,589.72,584.22,589.72
11/03/1995,590.57,590.57,588.65,590.57
11/06/1995,588.46,590.64,588.31,588.46
11/07/1995,586.32,588.46,584.24,586.32
11/08/1995,591.71,591.71,586.32,591.71
11/09/1995,593.26,593.9,590.89,593.26
11/10/1995,592.72,593.26,590.39,592.72
11/13/1995,592.3,593.72,590.58,592.3
11/14/1995,589.29,592.3,588.98,589.29
11/15/1995,593.96,593.97,588.36,593.96
11/16/1995,597.34,597.91,593.52,597.34
11/17/1995,600.07,600.14,597.3,600.07
11/20/1995,596.85,600.4,596.17,596.85
11/21/1995,600.24,600.28,595.42,600.24
11/22/1995,598.4,600.71,598.4,598.4
11/24/1995,599.97,600.24,598.4,599.97
11/27/1995,601.32,603.35,599.97,601.32
11/28/1995,606.45,606.45,599.02,606.45
11/29/1995,607.64,607.66,605.47,607.64
11/30/1995,605.37,608.69,605.37,605.37
12/01/1995,606.98,608.11,605.37,606.98
12/04/1995,613.68,613.83,606.85,613.68
12/05/1995,617.68,618.48,613.14,617.68
12/06/1995,620.18,621.11,616.69,620.18
12/07/1995,616.17,620.19,615.21,616.17
12/08/1995,617.48,617.82,614.32,617.48
12/11/1995,619.52,620.9,617.14,619.52
12/12/1995,618.78,619.55,617.68,618.78
12/13/1995,621.69,622.02,618.27,621.69
12/14/1995,616.92,622.88,616.13,616.92
12/15/1995,616.34,617.72,614.46,616.34
12/18/1995,606.81,616.34,606.13,606.81
12/19/1995,611.93,611.94,605.05,611.93
12/20/1995,605.94,614.27,605.93,605.94
12/21/1995,610.49,610.52,605.94,610.49
12/22/1995,611.96,613.5,610.45,611.96
12/26/1995,614.3,614.5,611.96,614.3
12/27/1995,614.53,615.73,613.75,614.53
12/28/1995,614.12,615.5,612.4,614.12
12/29/1995,615.93,615.93,612.36,615.93
01/02/1996,620.73,620.74,613.17,620.73
01/03/1996,621.32,623.25,619.56,621.32
01/04/1996,617.7,624.52,613.96,617.7
01/05/1996,616.71,617.7,612.02,616.71
01/08/1996,618.46,618.46,616.49,618.46
01/09/1996,609.45,619.15,608.21,609.45
01/10/1996,598.48,609.45,597.29,598.48
01/11/1996,602.69,602.71,597.54,602.69
01/12/1996,601.81,604.8,597.46,601.81
01/15/1996,599.82,603.43,598.47,599.82
01/16/1996,608.44,608.44,599.05,608.44
01/17/1996,606.37,609.93,604.7,606.37
01/18/1996,608.24,608.27,604.12,608.24
01/19/1996,611.83,612.92,606.76,611.83
01/22/1996,613.4,613.45,610.95,613.4
01/23/1996,612.79,613.4,610.65,612.79
01/24/1996,619.96,619.96,612.79,619.96
01/25/1996,617.03,620.15,616.62,617.03
01/26/1996,621.62,621.7,615.76,621.62
01/29/1996,624.22,624.22,621.42,624.22
01/30/1996,630.15,630.29,624.22,630.15
01/31/1996,636.02,636.18,629.48,636.02
02/01/1996,638.46,638.46,634.54,638.46
02/02/1996,635.84,639.26,634.29,635.84
02/05/1996,641.43,641.43,633.71,641.43
02/06/1996,646.33,646.67,639.68,646.33
02/07/1996,649.93,649.93,645.59,649.93
02/08/1996,656.07,656.54,647.93,656.07
02/09/1996,656.37,661.08,653.64,656.37
02/12/1996,661.45,662.95,656.34,661.45
02/13/1996,660.51,664.23,657.92,660.51
02/14/1996,655.58,661.53,654.36,655.58
02/15/1996,651.32,656.84,651.15,651.32
02/16/1996,647.98,651.42,646.99,647.98
02/20/1996,640.65,647.98,638.79,640.65
02/21/1996,648.1,648.11,640.65,648.1
02/22/1996,658.86,659.75,648.1,658.86
02/23/1996,659.08,663.0,652.25,659.08
02/26/1996,650.46,659.08,650.16,650.46
02/27/1996,647.24,650.62,643.87,647.24
02/28/1996,644.75,654.39,643.99,644.75
02/29/1996,640.43,646.95,639.01,640.43
03/01/1996,644.37,644.38,635.0,644.37
03/04/1996,650.81,653.54,644.37,650.81
03/05/1996,655.79,655.8,648.77,655.79
03/06/1996,652.0,656.97,651.61,652.0
03/07/1996,653.65,653.65,649.54,653.65
03/08/1996,633.5,653.65,627.63,633.5
03/11/1996,640.02,640.41,629.95,640.02
03/12/1996,637.09,640.02,628.82,637.09
03/13/1996,638.55,640.52,635.19,638.55
03/14/1996,640.87,644.17,638.55,640.87
03/15/1996,641.43,642.87,638.35,641.43
03/18/1996,652.65,652.65,641.43,652.65
03/19/1996,651.69,656.18,649.8,651.69
03/20/1996,649.98,653.13,645.57,649.98
03/21/1996,649.19,651.54,648.1,649.19
03/22/1996,650.62,652.08,649.19,650.62
03/25/1996,650.04,655.5,648.82,650.04
03/26/1996,652.97,654.31,648.15,652.97
03/27/1996,648.91,653.94,647.6,648.91
03/28/1996,648.94,649.58,646.36,648.94
03/29/1996,645.5,645.96,644.89,645.5
04/01/1996,653.73,653.87,645.5,653.73
04/02/1996,655.26,655.27,652.81,655.26
04/03/1996,655.88,655.89,651.81,655.88
04/04/1996,655.86,656.68,654.89,655.86
04/08/1996,644.24,655.86,638.04,644.24
04/09/1996,642.19,646.33,640.84,642.19
04/10/1996,633.5,642.78,631.76,633.5
04/11/1996,631.18,635.26,624.14,631.18
04/12/1996,636.71,637.14,631.18,636.71
04/15/1996,642.49,642.49,636.71,642.49
04/16/1996,645.0,645.57,642.15,645.0
04/17/1996,641.61,645.0,638.71,641.61
04/18/1996,643.61,644.66,640.76,643.61
04/19/1996,645.07,647.32,643.61,645.07
04/22/1996,647.89,650.91,645.07,647.89
04/23/1996,651.58,651.59,647.7,651.58
04/24/1996,650.17,653.37,648.25,650.17
04/25/1996,652.87,654.18,647.06,652.87
04/26/1996,653.46,656.43,651.96,653.46
04/29/1996,654.16,654.71,651.6,654.16
04/30/1996,654.17,654.59,651.05,654.17
05/01/1996,654.58,656.44,652.26,654.58
05/02/1996,643.38,654.58,642.13,643.38
05/03/1996,641.63,648.45,640.23,641.63
05/06/1996,640.81,644.64,636.2,640.81
05/07/1996,638.26,641.4,636.96,638.26
05/08/1996,644.77,644.79,630.07,644.77
05/09/1996,645.44,647.95,643.18,645.44
05/10/1996,652.09,653.0,645.44,652.09
05/13/1996,661.51,662.16,652.09,661.51
05/14/1996,665.6,666.96,661.51,665.6
05/15/1996,665.42,669.82,664.46,665.42
05/16/1996,664.85,667.11,662.79,664.85
05/17/1996,668.91,669.84,664.85,668.91
05/20/1996,673.15,673.66,667.64,673.15
05/21/1996,672.76,675.56,672.26,672.76
05/22/1996,678.42,678.42,671.23,678.42
05/23/1996,676.0,681.1,673.45,676.0
05/24/1996,678.51,679.72,676.0,678.51
05/28/1996,672.23,679.98,671.52,672.23
05/29/1996,667.93,673.73,666.09,667.93
05/30/1996,671.7,673.51,664.56,671.7
05/31/1996,669.12,673.46,667.0,669.12
06/03/1996,667.68,669.12,665.19,667.68
06/04/1996,672.56,672.6,667.68,672.56
06/05/1996,678.44,678.45,672.09,678.44
06/06/1996,673.03,680.32,673.02,673.03
06/07/1996,673.31,673.31,662.48,673.31
06/10/1996,672.16,673.61,670.15,672.16
06/11/1996,670.97,676.72,669.94,670.97
06/12/1996,669.04,673.67,668.77,669.04
06/13/1996,667.92,670.54,665.49,667.92
06/14/1996,665.85,668.4,664.35,665.85
06/17/1996,665.16,668.27,664.09,665.16
06/18/1996,662.06,666.36,661.34,662.06
06/19/1996,661.96,665.62,661.21,661.96
06/20/1996,662.1,664.96,658.75,662.1
06/21/1996,666.84,666.84,662.1,666.84
06/24/1996,668.85,671.07,666.84,668.85
06/25/1996,668.48,670.65,667.29,668.48
06/26/1996,664.39,668.49,663.67,664.39
06/27/1996,668.55,668.9,661.56,668.55
06/28/1996,670.63,672.68,668.55,670.63
07/01/1996,675.88,675.88,670.63,675.88
07/02/1996,673.61,675.88,672.55,673.61
07/03/1996,672.4,673.64,670.21,672.4
07/05/1996,657.44,672.4,657.41,657.44
07/08/1996,652.54,657.65,651.13,652.54
07/09/1996,654.75,656.6,652.54,654.75
07/10/1996,656.06,656.27,648.39,656.06
07/11/1996,645.67,656.06,639.52,645.67
07/12/1996,646.19,647.64,640.21,646.19
07/15/1996,629.8,646.19,629.69,629.8
07/16/1996,628.37,631.99,605.88,628.37
07/17/1996,634.07,636.61,628.37,634.07
07/18/1996,643.56,644.44,633.29,643.56
07/19/1996,638.73,643.56,635.5,638.73
07/22/1996,633.77,638.73,630.38,633.77
07/23/1996,626.87,637.71,625.65,626.87
07/24/1996,626.65,629.1,616.43,626.65
07/25/1996,631.17,633.57,626.65,631.17
07/26/1996,635.9,636.23,631.17,635.9
07/29/1996,630.91,635.9,630.9,630.91
07/30/1996,635.26,635.26,629.22,635.26
07/31/1996,639.95,640.54,633.74,639.95
08/01/1996,650.02,650.66,639.49,650.02
08/02/1996,662.49,662.49,650.02,662.49
08/05/1996,660.23,663.64,659.03,660.23
08/06/1996,662.38,662.75,656.83,662.38
08/07/1996,664.16,664.61,660.0,664.16
08/08/1996,662.59,664.17,661.28,662.59
08/09/1996,662.1,665.37,660.31,662.1
08/12/1996,665.77,665.77,658.95,665.77
08/13/1996,660.2,665.77,659.13,660.2
08/14/1996,662.05,662.42,658.47,662.05
08/15/1996,662.28,664.18,660.64,662.28
08/16/1996,665.21,666.34,662.26,665.21
08/19/1996,666.58,667.12,665.0,666.58
08/20/1996,665.69,666.99,665.15,665.69
08/21/1996,665.07,665.69,662.16,665.07
08/22/1996,670.68,670.68,664.88,670.68
08/23/1996,667.03,670.68,664.93,667.03
08/26/1996,663.88,667.03,662.36,663.88
08/27/1996,666.4,666.4,663.5,666.4
08/28/1996,664.81,667.41,664.39,664.81
08/29/1996,657.4,664.81,655.35,657.4
08/30/1996,651.99,657.71,650.52,651.99
09/03/1996,654.72,655.13,643.97,654.72
09/04/1996,655.61,655.82,652.93,655.61
09/05/1996,649.44,655.61,648.89,649.44
09/06/1996,655.68,658.21,649.44,655.68
09/09/1996,663.76,663.77,655.68,663.76
09/10/1996,663.81,665.57,661.55,663.81
09/11/1996,667.28,667.73,661.79,667.28
09/12/1996,671.15,673.07,667.28,671.15
09/13/1996,680.54,681.39,671.15,680.54
09/16/1996,683.98,686.48,680.53,683.98
09/17/1996,682.94,685.8,679.96,682.94
09/18/1996,681.47,683.77,679.75,681.47
09/19/1996,683.0,684.07,679.06,683.0
09/20/1996,687.03,687.07,683.0,687.03
09/23/1996,686.48,687.03,681.01,686.48
09/24/1996,685.61,690.88,683.54,685.61
09/25/1996,685.83,688.26,684.92,685.83
09/26/1996,685.86,690.15,683.77,685.86
09/27/1996,686.19,687.11,683.73,686.19
09/30/1996,687.31,690.11,686.03,687.31
10/01/1996,689.08,689.54,684.44,689.08
10/02/1996,694.01,694.82,689.08,694.01
10/03/1996,692.78,694.81,691.78,692.78
10/04/1996,701.46,701.74,692.78,701.46
10/07/1996,703.34,704.17,701.39,703.34
10/08/1996,700.64,705.76,699.88,700.64
10/09/1996,696.74,702.36,694.42,696.74
10/10/1996,694.61,696.82,693.34,694.61
10/11/1996,700.66,700.66,694.61,700.66
10/14/1996,703.54,705.16,700.66,703.54
10/15/1996,702.57,708.07,699.07,702.57
10/16/1996,704.41,704.42,699.15,704.41
10/17/1996,706.99,708.52,704.41,706.99
10/18/1996,710.82,711.04,706.11,710.82
10/21/1996,709.85,714.1,707.71,709.85
10/22/1996,706.57,709.85,704.55,706.57
10/23/1996,707.27,707.31,700.98,707.27
10/24/1996,702.29,708.25,702.11,702.29
10/25/1996,700.92,704.11,700.53,700.92
10/28/1996,697.26,705.4,697.25,697.26
10/29/1996,701.5,703.25,696.22,701.5
10/30/1996,700.9,703.44,700.05,700.9
10/31/1996,705.27,706.61,700.35,705.27
11/01/1996,703.77,708.6,701.3,703.77
11/04/1996,706.73,707.02,702.84,706.73
11/05/1996,714.14,714.56,706.73,714.14
11/06/1996,724.59,724.6,712.83,724.59
11/07/1996,727.65,729.49,722.23,727.65
11/08/1996,730.82,730.82,725.22,730.82
11/11/1996,731.87,732.6,729.94,731.87
11/12/1996,729.56,733.04,728.2,729.56
11/13/1996,731.13,732.11,728.03,731.13
11/14/1996,735.88,735.99,729.2,735.88
11/15/1996,737.62,741.92,735.15,737.62
11/18/1996,737.02,739.24,734.39,737.02
11/19/1996,742.16,742.18,736.87,742.16
11/20/1996,743.95,746.99,740.4,743.95
11/21/1996,742.75,745.2,741.08,742.75
11/22/1996,748.73,748.73,742.75,748.73
11/25/1996,757.03,757.05,747.99,757.03
11/26/1996,755.96,762.12,752.83,755.96
11/27/1996,755.0,757.3,753.18,755.0
11/29/1996,757.02,758.27,755.0,757.02
12/02/1996,756.56,757.03,751.49,756.56
12/03/1996,748.28,761.75,747.58,748.28
12/04/1996,745.1,748.4,738.46,745.1
12/05/1996,744.38,747.65,742.61,744.38
12/06/1996,739.6,744.38,726.98,739.6
12/09/1996,749.81,749.76,739.6,749.81
12/10/1996,747.54,753.43,747.02,747.54
12/11/1996,740.73,747.54,732.75,740.73
12/12/1996,729.33,744.86,729.3,729.33
12/13/1996,728.64,736.22,718.98,728.64
12/16/1996,720.98,732.68,719.4,720.98
12/17/1996,726.04,727.67,716.69,726.04
12/18/1996,731.54,732.76,726.04,731.54
12/19/1996,745.76,746.06,731.54,745.76
12/20/1996,748.87,755.41,745.76,748.87
12/23/1996,746.92,750.4,743.28,746.92
12/24/1996,751.03,751.03,746.92,751.03
12/26/1996,755.82,757.07,751.03,755.82
12/27/1996,756.79,758.75,754.82,756.79
12/30/1996,753.85,759.2,752.73,753.85
12/31/1996,740.74,753.95,740.74,740.74
01/02/1997,737.01,742.81,729.55,737.01
01/03/1997,748.03,748.24,737.01,748.03
01/06/1997,747.65,753.31,743.82,747.65
01/07/1997,753.23,753.26,742.18,753.23
01/08/1997,748.41,755.72,747.71,748.41
01/09/1997,754.85,757.68,748.41,754.85
01/10/1997,759.5,759.65,746.92,759.5
01/13/1997,759.51,762.85,756.69,759.51
01/14/1997,768.86,772.04,759.51,768.86
01/15/1997,767.2,770.95,763.72,767.2
01/16/1997,769.75,772.05,765.25,769.75
01/17/1997,776.17,776.37,769.72,776.17
01/20/1997,776.7,780.08,774.19,776.7
01/21/1997,782.72,783.72,772.0,782.72
01/22/1997,786.23,786.23,779.56,786.23
01/23/1997,777.56,794.67,776.64,777.56
01/24/1997,770.52,778.21,768.17,770.52
01/27/1997,765.02,771.43,764.18,765.02
01/28/1997,765.02,776.32,761.75,765.02
01/29/1997,772.5,772.7,765.02,772.5
01/30/1997,784.17,784.17,772.5,784.17
01/31/1997,786.16,791.86,784.17,786.16
02/03/1997,786.73,787.14,783.12,786.73
02/04/1997,789.26,789.28,783.68,789.26
02/05/1997,778.28,792.71,773.43,778.28
02/06/1997,780.15,780.35,774.45,780.15
02/07/1997,789.56,789.72,778.19,789.56
02/10/1997,785.43,793.46,784.69,785.43
02/11/1997,789.59,789.6,780.95,789.59
02/12/1997,802.77,802.77,789.59,802.77
02/13/1997,811.82,812.93,802.77,811.82
02/14/1997,808.48,812.2,808.15,808.48
02/18/1997,816.29,816.29,806.34,816.29
02/19/1997,812.49,817.68,811.2,812.49
02/20/1997,802.8,812.49,800.35,802.8
02/21/1997,801.77,804.94,799.99,801.77
02/24/1997,810.28,810.64,798.42,810.28
02/25/1997,812.1,812.85,807.65,812.1
02/26/1997,805.68,812.71,798.15,805.68
02/27/1997,795.07,805.68,795.06,795.07
02/28/1997,790.82,795.7,788.5,790.82
03/03/1997,795.31,795.31,785.66,795.31
03/04/1997,790.95,798.93,789.98,790.95
03/05/1997,801.99,801.99,790.95,801.99
03/06/1997,798.56,804.11,797.5,798.56
03/07/1997,804.97,808.19,798.56,804.97
03/10/1997,813.65,813.66,803.66,813.65
03/11/1997,811.34,814.9,810.77,811.34
03/12/1997,804.26,811.34,801.07,804.26
03/13/1997,789.56,804.26,789.44,789.56
03/14/1997,793.17,796.88,789.56,793.17
03/17/1997,795.71,796.28,782.98,795.71
03/18/1997,789.66,797.18,785.47,789.66
03/19/1997,785.77,791.59,780.03,785.77
03/20/1997,782.65,786.29,778.04,782.65
03/21/1997,784.1,786.44,782.65,784.1
03/24/1997,790.89,791.01,780.79,790.89
03/25/1997,789.07,798.11,788.39,789.07
03/26/1997,790.5,794.89,786.77,790.5
03/27/1997,773.88,792.58,767.32,773.88
03/31/1997,757.12,773.88,756.13,757.12
04/01/1997,759.64,761.49,751.26,759.64
04/02/1997,750.11,759.65,747.59,750.11
04/03/1997,750.32,751.04,744.4,750.32
04/04/1997,757.9,757.9,744.04,757.9
04/07/1997,762.13,764.82,757.9,762.13
04/08/1997,766.12,766.25,758.36,766.12
04/09/1997,760.6,769.53,759.15,760.6
04/10/1997,758.34,763.73,757.65,758.34
04/11/1997,737.65,758.34,737.64,737.65
04/14/1997,743.73,743.73,733.54,743.73
04/15/1997,754.72,754.72,743.73,754.72
04/16/1997,763.53,763.53,751.99,763.53
04/17/1997,761.77,768.55,760.49,761.77
04/18/1997,766.34,767.93,761.77,766.34
04/21/1997,760.37,767.39,756.38,760.37
04/22/1997,774.61,774.64,759.9,774.61
04/23/1997,773.64,778.19,771.9,773.64
04/24/1997,771.18,779.89,769.72,771.18
04/25/1997,765.37,771.18,764.63,765.37
04/28/1997,772.96,773.89,763.3,772.96
04/29/1997,794.05,794.44,772.96,794.05
04/30/1997,801.34,804.13,791.21,801.34
05/01/1997,798.53,802.95,793.21,798.53
05/02/1997,812.97,812.99,798.53,812.97
05/05/1997,830.24,830.29,811.8,830.24
05/06/1997,827.76,832.29,824.7,827.76
05/07/1997,815.62,827.76,814.7,815.62
05/08/1997,820.26,829.09,811.84,820.26
05/09/1997,824.78,827.69,815.78,824.78
05/12/1997,837.66,838.56,824.78,837.66
05/13/1997,833.13,838.49,829.12,833.13
05/14/1997,836.04,841.29,833.13,836.04
05/15/1997,841.88,842.45,833.34,841.88
05/16/1997,829.75,841.88,829.15,829.75
05/19/1997,833.27,835.92,828.87,833.27
05/20/1997,841.66,841.96,826.41,841.66
05/21/1997,839.35,846.87,835.22,839.35
05/22/1997,835.66,841.91,833.86,835.66
05/23/1997,847.03,848.49,835.66,847.03
05/27/1997,849.71,851.53,840.96,849.71
05/28/1997,847.21,850.95,843.21,847.21
05/29/1997,844.08,848.96,842.61,844.08
05/30/1997,848.28,851.87,831.87,848.28
06/02/1997,846.36,851.34,844.61,846.36
06/03/1997,845.48,850.56,841.51,845.48
06/04/1997,840.11,845.55,838.82,840.11
06/05/1997,843.43,848.89,840.11,843.43
06/06/1997,858.01,859.24,843.36,858.01
06/09/1997,862.91,865.14,858.01,862.91
06/10/1997,865.27,870.05,862.18,865.27
06/11/1997,869.57,870.66,865.15,869.57
06/12/1997,883.48,884.34,869.01,883.48
06/13/1997,893.27,894.69,883.48,893.27
06/16/1997,893.9,895.17,891.21,893.9
06/17/1997,894.42,897.6,886.19,894.42
06/18/1997,889.06,894.42,887.03,889.06
06/19/1997,897.99,900.09,888.99,897.99
06/20/1997,898.7,901.77,897.77,898.7
06/23/1997,878.62,898.7,878.43,878.62
06/24/1997,896.34,896.75,878.62,896.34
06/25/1997,888.99,902.09,882.24,888.99
06/26/1997,883.68,893.21,879.32,883.68
06/27/1997,887.3,894.7,883.68,887.3
06/30/1997,885.14,892.62,879.82,885.14
07/01/1997,891.03,893.88,884.54,891.03
07/02/1997,904.03,904.05,891.03,904.03
07/03/1997,916.92,917.82,904.03,916.92
07/07/1997,912.2,923.26,909.69,912.2
07/08/1997,918.75,918.76,911.56,918.75
07/09/1997,907.54,922.03,902.48,907.54
07/10/1997,913.78,916.54,904.31,913.78
07/11/1997,916.68,919.74,913.11,916.68
07/14/1997,918.38,921.78,912.02,918.38
07/15/1997,925.76,926.15,914.52,925.76
07/16/1997,936.59,939.32,925.76,936.59
07/17/1997,931.61,936.96,927.9,931.61
07/18/1997,915.3,931.61,912.9,915.3
07/21/1997,912.94,915.38,907.12,912.94
07/22/1997,933.98,934.38,912.94,933.98
07/23/1997,936.56,941.8,933.98,936.56
07/24/1997,940.3,941.51,926.91,940.3
07/25/1997,938.79,945.65,936.09,938.79
07/28/1997,936.45,942.97,935.19,936.45
07/29/1997,942.29,942.96,932.56,942.29
07/30/1997,952.29,953.98,941.98,952.29
07/31/1997,954.29,957.73,948.89,954.29
08/01/1997,947.14,955.35,939.04,947.14
08/04/1997,950.3,953.18,943.6,950.3
08/05/1997,952.37,954.21,948.92,952.37
08/06/1997,960.32,962.43,949.45,960.32
08/07/1997,951.19,964.17,950.87,951.19
08/08/1997,933.54,951.19,925.74,933.54
08/11/1997,937.0,938.5,925.39,937.0
08/12/1997,926.53,942.99,925.66,926.53
08/13/1997,922.02,935.77,916.54,922.02
08/14/1997,924.77,930.07,916.92,924.77
08/15/1997,900.81,924.77,900.81,900.81
08/18/1997,912.49,912.57,893.34,912.49
08/19/1997,926.01,926.01,912.49,926.01
08/20/1997,939.35,939.35,924.58,939.35
08/21/1997,925.05,939.47,921.35,925.05
08/22/1997,923.55,925.05,905.42,923.55
08/25/1997,920.16,930.93,917.29,920.16
08/26/1997,913.02,922.47,911.72,913.02
08/27/1997,913.7,916.23,903.83,913.7
08/28/1997,903.67,915.9,898.65,903.67
08/29/1997,899.47,907.28,896.82,899.47
09/02/1997,927.58,927.58,899.47,927.58
09/03/1997,927.86,935.9,926.87,927.86
09/04/1997,930.87,933.36,925.59,930.87
09/05/1997,929.05,940.37,924.05,929.05
09/08/1997,931.2,936.5,929.05,931.2
09/09/1997,933.62,938.9,927.28,933.62
09/10/1997,919.03,933.62,918.76,919.03
09/11/1997,912.59,919.03,902.56,912.59
09/12/1997,923.91,925.05,906.7,923.91
09/15/1997,919.77,928.9,919.41,919.77
09/16/1997,945.64,947.66,919.77,945.64
09/17/1997,943.0,950.29,941.99,943.0
09/18/1997,947.29,958.19,943.0,947.29
09/19/1997,950.51,952.35,943.9,950.51
09/22/1997,955.43,960.59,950.51,955.43
09/23/1997,951.93,955.78,948.07,951.93
09/24/1997,944.48,959.78,944.07,944.48
09/25/1997,937.91,947.0,937.38,937.91
09/26/1997,945.22,946.44,937.91,945.22
09/29/1997,953.34,953.96,941.94,953.34
09/30/1997,947.28,955.17,947.28,947.28
10/01/1997,955.41,956.71,947.28,955.41
10/02/1997,960.46,960.46,952.94,960.46
10/03/1997,965.03,975.47,955.13,965.03
10/06/1997,972.69,974.16,965.03,972.69
10/07/1997,983.12,983.12,971.95,983.12
10/08/1997,973.84,983.12,968.65,973.84
10/09/1997,970.62,974.72,963.34,970.62
10/10/1997,966.98,970.62,963.42,966.98
10/13/1997,968.1,973.46,966.95,968.1
10/14/1997,970.28,972.86,961.87,970.28
10/15/1997,965.72,970.28,962.75,965.72
10/16/1997,955.23,973.38,950.77,955.23
10/17/1997,944.16,955.23,931.58,944.16
10/20/1997,955.61,955.72,941.43,955.61
10/21/1997,972.28,972.56,955.61,972.28
10/22/1997,968.49,972.61,965.66,968.49
10/23/1997,950.69,968.49,944.16,950.69
10/24/1997,941.64,960.04,937.55,941.64
10/27/1997,876.99,941.64,876.73,876.99
10/28/1997,921.85,923.09,855.27,921.85
10/29/1997,919.16,935.24,913.88,919.16
10/30/1997,903.68,923.28,903.68,903.68
10/31/1997,914.62,919.93,903.68,914.62
11/03/1997,938.99,939.02,914.62,938.99
11/04/1997,940.76,941.4,932.66,940.76
11/05/1997,942.76,949.62,938.16,942.76
11/06/1997,938.03,942.85,934.16,938.03
11/07/1997,927.51,938.03,915.39,927.51
11/10/1997,921.13,935.9,920.26,921.13
11/11/1997,923.78,928.29,919.63,923.78
11/12/1997,905.96,923.88,905.34,905.96
11/13/1997,916.66,917.79,900.61,916.66
11/14/1997,928.35,930.44,915.34,928.35
11/17/1997,946.2,949.66,928.35,946.2
11/18/1997,938.23,947.65,937.43,938.23
11/19/1997,944.59,947.28,934.83,944.59
11/20/1997,958.98,961.83,944.59,958.98
11/21/1997,963.09,964.55,954.6,963.09
11/24/1997,946.67,963.09,945.22,946.67
11/25/1997,950.82,954.47,944.71,950.82
11/26/1997,951.64,956.47,950.82,951.64
11/28/1997,955.4,959.13,951.64,955.4
12/01/1997,974.78,974.77,955.4,974.78
12/02/1997,971.68,976.2,969.83,971.68
12/03/1997,976.77,980.81,966.16,976.77
12/04/1997,973.1,983.36,971.37,973.1
12/05/1997,983.79,986.25,969.1,983.79
12/08/1997,982.37,985.67,979.57,982.37
12/09/1997,975.78,982.37,973.81,975.78
12/10/1997,969.79,975.78,962.68,969.79
12/11/1997,954.94,969.79,951.89,954.94
12/12/1997,953.39,961.32,947.0,953.39
12/15/1997,963.39,965.96,953.39,963.39
12/16/1997,968.04,973.0,963.39,968.04
12/17/1997,965.54,974.3,964.25,965.54
12/18/1997,955.3,965.54,950.55,955.3
12/19/1997,946.78,955.3,924.92,946.78
12/22/1997,953.7,956.73,946.25,953.7
12/23/1997,939.13,954.51,938.91,939.13
12/24/1997,932.7,942.88,932.7,932.7
12/26/1997,936.46,939.99,932.7,936.46
12/29/1997,953.35,953.95,936.46,953.35
12/30/1997,970.84,970.84,953.35,970.84
12/31/1997,970.43,975.02,967.41,970.43
01/02/1998,975.04,975.04,965.73,975.04
01/05/1998,977.07,982.63,969.00,977.07
01/06/1998,966.58,977.07,962.68,966.58
01/07/1998,964.00,966.58,952.67,964.00
01/08/1998,956.05,964.00,955.04,956.05
01/09/1998,927.69,956.05,921.72,927.69
01/12/1998,939.21,939.25,912.83,939.21
01/13/1998,952.12,952.14,939.21,952.12
01/14/1998,957.94,958.12,948.00,957.94
01/15/1998,950.73,957.94,950.27,950.73
01/16/1998,961.51,965.12,950.73,961.51
01/20/1998,978.60,978.60,961.48,978.60
01/21/1998,970.81,978.60,963.29,970.81
01/22/1998,963.04,970.81,959.49,963.04
01/23/1998,957.59,966.44,950.86,957.59
01/26/1998,956.95,963.04,954.24,956.95
01/27/1998,969.02,973.23,956.26,969.02
01/28/1998,977.46,978.63,969.02,977.46
01/29/1998,985.49,992.65,975.21,985.49
01/30/1998,980.28,987.41,979.63,980.28
02/02/1998,"1,001.27","1,002.48",980.28,"1,001.27"
02/03/1998,"1,006.00","1,006.13",996.90,"1,006.00"
02/04/1998,"1,006.90","1,009.52",999.43,"1,006.90"
02/05/1998,"1,003.54","1,013.51","1,000.27","1,003.54"
02/06/1998,"1,012.46","1,013.07","1,003.36","1,012.46"
02/09/1998,"1,010.74","1,015.33","1,006.28","1,010.74"
